"film_id","title","rating","film_category","rental_cost","avg_rental_cost_by_rating_and_category","rental_cost_compared_to_avg"
502,"Knock Warlock","PG-13","Comedy","2.99","3.66","-0.67"
28,"Anthem Luke","PG-13","Comedy","4.99","3.66","1.33"
324,"Flintstones Happiness","PG-13","Comedy","4.99","3.66","1.33"
857,"Strictly Scarface","PG-13","Comedy","2.99","3.66","-0.67"
657,"Paradise Sabrina","PG-13","Comedy","2.99","3.66","-0.67"
7,"Airplane Sierra","PG-13","Comedy","4.99","3.66","1.33"
335,"Freedom Cleopatra","PG-13","Comedy","0.99","3.66","-2.67"
393,"Halloween Nuts","PG-13","Documentary","2.99","3.16","-0.17"
888,"Thin Sagebrush","PG-13","Documentary","4.99","3.16","1.83"
219,"Deep Crusade","PG-13","Documentary","4.99","3.16","1.83"
855,"Streak Ridgemont","PG-13","Documentary","0.99","3.16","-2.17"
791,"Show Lord","PG-13","Documentary","4.99","3.16","1.83"
571,"Metal Armageddon","PG-13","Documentary","2.99","3.16","-0.17"
466,"Intolerable Intentions","PG-13","Documentary","4.99","3.16","1.83"
407,"Hawk Chill","PG-13","Documentary","0.99","3.16","-2.17"
943,"Villain Desperate","PG-13","Documentary","4.99","3.16","1.83"
712,"Raiders Antitrust","PG-13","Documentary","0.99","3.16","-2.17"
812,"Smoking Barbarella","PG-13","Documentary","0.99","3.16","-2.17"
441,"Hunter Alter","PG-13","Documentary","2.99","3.16","-0.17"
942,"Vietnam Smoochy","PG-13","Drama","0.99","2.72","-1.73"
666,"Paycheck Wait","PG-13","Drama","4.99","2.72","2.27"
439,"Hunchback Impossible","PG-13","Drama","4.99","2.72","2.27"
403,"Harry Idaho","PG-13","Drama","4.99","2.72","2.27"
739,"Rocky War","PG-13","Drama","4.99","2.72","2.27"
79,"Blade Polish","PG-13","Drama","0.99","2.72","-1.73"
630,"Notting Speakeasy","PG-13","Drama","0.99","2.72","-1.73"
766,"Savannah Town","PG-13","Drama","0.99","2.72","-1.73"
775,"Seattle Expecations","PG-13","Drama","4.99","2.72","2.27"
173,"Confessions Maguire","PG-13","Drama","4.99","2.72","2.27"
790,"Shootist Superfly","PG-13","Drama","0.99","2.72","-1.73"
473,"Jacket Frisco","PG-13","Drama","2.99","2.72","0.27"
64,"Beethoven Exorcist","PG-13","Drama","0.99","2.72","-1.73"
882,"Tenenbaums Command","PG-13","Drama","0.99","2.72","-1.73"
504,"Kwai Homeward","PG-13","Drama","0.99","2.72","-1.73"
225,"Destination Jerk","PG-13","Drama","0.99","2.72","-1.73"
33,"Apollo Teen","PG-13","Drama","2.99","2.72","0.27"
907,"Translation Summer","PG-13","Drama","0.99","2.72","-1.73"
514,"Lebowski Soldiers","PG-13","Drama","2.99","2.72","0.27"
944,"Virgin Daisy","PG-13","Drama","4.99","2.72","2.27"
98,"Bright Encounters","PG-13","Drama","4.99","2.72","2.27"
418,"Hobbit Alien","PG-13","Drama","0.99","2.72","-1.73"
534,"Louisiana Harry","PG-13","Family","0.99","2.81","-1.82"
682,"Pittsburgh Hunchback","PG-13","Family","4.99","2.81","2.18"
829,"Spinal Rocky","PG-13","Family","2.99","2.81","0.18"
71,"Bilko Anonymous","PG-13","Family","4.99","2.81","2.18"
617,"Natural Stock","PG-13","Family","0.99","2.81","-1.82"
428,"Homicide Peach","PG-13","Family","2.99","2.81","0.18"
348,"Gandhi Kwai","PG-13","Family","0.99","2.81","-1.82"
175,"Confused Candles","PG-13","Family","2.99","2.81","0.18"
94,"Braveheart Human","PG-13","Family","2.99","2.81","0.18"
621,"Network Peak","PG-13","Family","2.99","2.81","0.18"
391,"Half Outfield","PG-13","Family","2.99","2.81","0.18"
738,"Rocketeer Mother","PG-13","Foreign","0.99","3.62","-2.63"
584,"Mixed Doors","PG-13","Foreign","2.99","3.62","-0.63"
460,"Innocent Usual","PG-13","Foreign","4.99","3.62","1.37"
661,"Past Suicides","PG-13","Foreign","4.99","3.62","1.37"
500,"Kiss Glory","PG-13","Foreign","4.99","3.62","1.37"
726,"Reservoir Adaptation","PG-13","Foreign","2.99","3.62","-0.63"
971,"Whale Bikini","PG-13","Foreign","4.99","3.62","1.37"
769,"School Jacket","PG-13","Foreign","4.99","3.62","1.37"
929,"Usual Untouchables","PG-13","Foreign","4.99","3.62","1.37"
435,"Hotel Happiness","PG-13","Foreign","4.99","3.62","1.37"
792,"Shrek License","PG-13","Foreign","2.99","3.62","-0.63"
947,"Vision Torque","PG-13","Foreign","0.99","3.62","-2.63"
565,"Matrix Snowman","PG-13","Foreign","4.99","3.62","1.37"
533,"Lost Bird","PG-13","Foreign","2.99","3.62","-0.63"
421,"Holiday Games","PG-13","Foreign","4.99","3.62","1.37"
545,"Madness Attacks","PG-13","Foreign","0.99","3.62","-2.63"
641,"Orange Grapes","PG-13","Foreign","0.99","3.62","-2.63"
170,"Command Darling","PG-13","Foreign","4.99","3.62","1.37"
789,"Shock Cabin","PG-13","Foreign","2.99","3.62","-0.63"
211,"Darling Breaking","PG-13","Games","4.99","3.56","1.43"
362,"Glory Tracy","PG-13","Games","2.99","3.56","-0.57"
352,"Gathering Calendar","PG-13","Games","0.99","3.56","-2.57"
596,"Moonshine Cabin","PG-13","Games","4.99","3.56","1.43"
835,"Spy Mile","PG-13","Games","2.99","3.56","-0.57"
306,"Feathers Metal","PG-13","Games","0.99","3.56","-2.57"
956,"Wanda Chamber","PG-13","Games","4.99","3.56","1.43"
508,"Lambs Cincinatti","PG-13","Games","4.99","3.56","1.43"
546,"Madre Gables","PG-13","Games","2.99","3.56","-0.57"
141,"Chicago North","PG-13","Games","4.99","3.56","1.43"
701,"Psycho Shrunk","PG-13","Games","2.99","3.56","-0.57"
200,"Curtain Videotape","PG-13","Games","0.99","3.56","-2.57"
556,"Maltese Hope","PG-13","Games","4.99","3.56","1.43"
614,"Name Detective","PG-13","Games","4.99","3.56","1.43"
990,"World Leathernecks","PG-13","Horror","0.99","2.85","-1.86"
277,"Elephant Trojan","PG-13","Horror","4.99","2.85","2.14"
800,"Sinners Atlantis","PG-13","Horror","2.99","2.85","0.14"
804,"Sleeping Suspects","PG-13","Horror","4.99","2.85","2.14"
876,"Tarzan Videotape","PG-13","Horror","2.99","2.85","0.14"
494,"Karate Moon","PG-13","Horror","0.99","2.85","-1.86"
870,"Swarm Gold","PG-13","Horror","0.99","2.85","-1.86"
658,"Paris Weekend","PG-13","Horror","2.99","2.85","0.14"
740,"Rollercoaster Bringing","PG-13","Horror","2.99","2.85","0.14"
9,"Alabama Devil","PG-13","Horror","2.99","2.85","0.14"
909,"Treasure Command","PG-13","Horror","0.99","2.85","-1.86"
716,"Reap Unfaithful","PG-13","Horror","2.99","2.85","0.14"
922,"Undefeated Dalmations","PG-13","Horror","4.99","2.85","2.14"
35,"Arachnophobia Rollercoaster","PG-13","Horror","2.99","2.85","0.14"
721,"Reds Pocus","PG-13","Music","4.99","1.99","3.00"
454,"Impact Aladdin","PG-13","Music","0.99","1.99","-1.00"
540,"Lucky Flying","PG-13","Music","2.99","1.99","1.00"
562,"Masked Bubble","PG-13","Music","0.99","1.99","-1.00"
673,"Personal Ladybugs","PG-13","Music","0.99","1.99","-1.00"
819,"Song Hedwig","PG-13","Music","0.99","1.99","-1.00"
877,"Taxi Kick","PG-13","Music","0.99","1.99","-1.00"
921,"Uncut Suicides","PG-13","Music","2.99","1.99","1.00"
340,"Frontier Cabin","PG-13","New","4.99","2.99","2.00"
558,"Mannequin Worst","PG-13","New","2.99","2.99","0.00"
45,"Attraction Newton","PG-13","New","4.99","2.99","2.00"
948,"Voice Peach","PG-13","New","0.99","2.99","-2.00"
685,"Platoon Instinct","PG-13","New","4.99","2.99","2.00"
163,"Clyde Theory","PG-13","New","0.99","2.99","-2.00"
448,"Idaho Love","PG-13","New","2.99","2.99","0.00"
96,"Breaking Home","PG-13","New","2.99","2.99","0.00"
730,"Ridgemont Submarine","PG-13","New","0.99","2.99","-2.00"
580,"Mine Titans","PG-13","New","4.99","2.99","2.00"
994,"Wyoming Storm","PG-13","New","4.99","2.99","2.00"
108,"Butch Panther","PG-13","New","0.99","2.99","-2.00"
155,"Cleopatra Devil","PG-13","New","0.99","2.99","-2.00"
538,"Loverboy Attacks","PG-13","New","0.99","2.99","-2.00"
320,"Flamingos Connecticut","PG-13","New","4.99","2.99","2.00"
44,"Attacks Hate","PG-13","Sci-Fi","4.99","2.99","2.00"
81,"Blindness Gun","PG-13","Sci-Fi","4.99","2.99","2.00"
235,"Divide Monster","PG-13","Sci-Fi","2.99","2.99","0.00"
839,"Stallion Sundance","PG-13","Sci-Fi","0.99","2.99","-2.00"
298,"Eyes Driving","PG-13","Sci-Fi","2.99","2.99","0.00"
285,"English Bulworth","PG-13","Sci-Fi","0.99","2.99","-2.00"
240,"Dolls Rage","PG-13","Sci-Fi","2.99","2.99","0.00"
449,"Identity Lover","PG-13","Sci-Fi","2.99","2.99","0.00"
572,"Metropolis Coma","PG-13","Sci-Fi","2.99","2.99","0.00"
723,"Reign Gentlemen","PG-13","Sci-Fi","2.99","2.99","0.00"
73,"Bingo Talented","PG-13","Sci-Fi","2.99","2.99","0.00"
831,"Spirited Casualties","PG-13","Sci-Fi","0.99","2.99","-2.00"
972,"Whisperer Giant","PG-13","Sci-Fi","4.99","2.99","2.00"
176,"Congeniality Quest","PG-13","Sports","0.99","2.85","-1.86"
940,"Victory Academy","PG-13","Sports","0.99","2.85","-1.86"
745,"Roses Treasure","PG-13","Sports","4.99","2.85","2.14"
809,"Slipper Fidelity","PG-13","Sports","0.99","2.85","-1.86"
733,"River Outlaw","PG-13","Sports","0.99","2.85","-1.86"
389,"Gunfighter Mussolini","PG-13","Sports","2.99","2.85","0.14"
676,"Philadelphia Wife","PG-13","Sports","4.99","2.85","2.14"
254,"Driver Annie","PG-13","Sports","2.99","2.85","0.14"
291,"Evolution Alter","PG-13","Sports","0.99","2.85","-1.86"
667,"Peach Innocent","PG-13","Sports","2.99","2.85","0.14"
782,"Shakespeare Saddle","PG-13","Sports","2.99","2.85","0.14"
453,"Image Princess","PG-13","Sports","2.99","2.85","0.14"
898,"Tourist Pelican","PG-13","Sports","4.99","2.85","2.14"
691,"Poseidon Forever","PG-13","Sports","4.99","2.85","2.14"
601,"Moulin Wake","PG-13","Travel","0.99","2.99","-2.00"
299,"Factory Dragon","PG-13","Travel","0.99","2.99","-2.00"
648,"Outlaw Hanky","PG-13","Travel","4.99","2.99","2.00"
294,"Expecations Natural","PG-13","Travel","4.99","2.99","2.00"
181,"Contact Anonymous","PG-13","Travel","2.99","2.99","0.00"
642,"Order Betrayed","PG-13","Travel","2.99","2.99","0.00"
513,"Leathernecks Dwarfs","PG-13","Travel","2.99","2.99","0.00"
826,"Speed Suit","PG-13","Travel","4.99","2.99","2.00"
496,"Kick Savannah","PG-13","Travel","0.99","2.99","-2.00"
57,"Basic Easy","PG-13","Travel","2.99","2.99","0.00"
347,"Games Bowfinger","PG-13","Travel","4.99","2.99","2.00"
931,"Valentine Vanishing","PG-13","Travel","0.99","2.99","-2.00"
982,"Women Dorado","R","Action","0.99","2.99","-2.00"
838,"Stagecoach Armageddon","R","Action","4.99","2.99","2.00"
287,"Entrapment Satisfaction","R","Action","0.99","2.99","-2.00"
329,"Forrest Sons","R","Action","2.99","2.99","0.00"
501,"Kissing Dolls","R","Action","4.99","2.99","2.00"
229,"Devil Desire","R","Action","4.99","2.99","2.00"
162,"Clueless Bucket","R","Action","2.99","2.99","0.00"
707,"Quest Mussolini","R","Action","2.99","2.99","0.00"
823,"South Wait","R","Action","2.99","2.99","0.00"
793,"Shrunk Divine","R","Action","2.99","2.99","0.00"
21,"American Circus","R","Action","4.99","2.99","2.00"
115,"Campus Remember","R","Action","2.99","2.99","0.00"
850,"Story Side","R","Action","0.99","2.99","-2.00"
395,"Handicap Boondock","R","Action","0.99","2.99","-2.00"
470,"Ishtar Rocketeer","R","Animation","4.99","2.24","2.75"
245,"Double Wrath","R","Animation","0.99","2.24","-1.25"
23,"Anaconda Confessions","R","Animation","0.99","2.24","-1.25"
118,"Canyon Stock","R","Animation","0.99","2.24","-1.25"
314,"Fight Jawbreaker","R","Animation","0.99","2.24","-1.25"
355,"Ghostbusters Elf","R","Animation","0.99","2.24","-1.25"
649,"Oz Liaisons","R","Animation","2.99","2.24","0.75"
892,"Titanic Boondock","R","Animation","4.99","2.24","2.75"
356,"Giant Troopers","R","Children","2.99","2.32","0.67"
889,"Ties Hunger","R","Children","4.99","2.32","2.67"
999,"Zoolander Fiction","R","Children","2.99","2.32","0.67"
833,"Splendor Patton","R","Children","0.99","2.32","-1.33"
59,"Bear Graceland","R","Children","2.99","2.32","0.67"
168,"Comancheros Enemy","R","Children","0.99","2.32","-1.33"
424,"Holocaust Highball","R","Children","0.99","2.32","-1.33"
786,"Shepherd Midsummer","R","Children","0.99","2.32","-1.33"
370,"Gorgeous Bingo","R","Children","2.99","2.32","0.67"
60,"Beast Hunchback","R","Classics","4.99","2.42","2.57"
808,"Sling Luke","R","Classics","0.99","2.42","-1.43"
548,"Magnificent Chitty","R","Classics","2.99","2.42","0.57"
523,"Lights Deer","R","Classics","0.99","2.42","-1.43"
725,"Requiem Tycoon","R","Classics","4.99","2.42","2.57"
346,"Galaxy Sweethearts","R","Classics","4.99","2.42","2.57"
895,"Tomorrow Hustler","R","Classics","2.99","2.42","0.57"
482,"Jeopardy Encino","R","Classics","0.99","2.42","-1.43"
480,"Jeepers Wedding","R","Classics","2.99","2.42","0.57"
358,"Gilmore Boiled","R","Classics","0.99","2.42","-1.43"
525,"Loathing Legally","R","Classics","0.99","2.42","-1.43"
652,"Pajama Jawbreaker","R","Classics","0.99","2.42","-1.43"
116,"Candidate Perdition","R","Classics","2.99","2.42","0.57"
425,"Holy Tadpole","R","Classics","0.99","2.42","-1.43"
939,"Vertigo Northwest","R","Comedy","2.99","3.74","-0.75"
765,"Saturn Name","R","Comedy","4.99","3.74","1.25"
978,"Wisdom Worker","R","Comedy","0.99","3.74","-2.75"
365,"Gold River","R","Comedy","4.99","3.74","1.25"
159,"Closer Bang","R","Comedy","4.99","3.74","1.25"
242,"Doom Dancing","R","Comedy","0.99","3.74","-2.75"
938,"Velvet Terminator","R","Comedy","4.99","3.74","1.25"
858,"Submarine Bed","R","Comedy","4.99","3.74","1.25"
544,"Madison Trap","R","Documentary","2.99","2.37","0.62"
945,"Virginian Pluto","R","Documentary","0.99","2.37","-1.38"
101,"Brotherhood Blanket","R","Documentary","0.99","2.37","-1.38"
40,"Army Flintstones","R","Documentary","0.99","2.37","-1.38"
400,"Hardly Robbers","R","Documentary","2.99","2.37","0.62"
708,"Quills Bull","R","Documentary","4.99","2.37","2.62"
734,"Road Roxanne","R","Documentary","4.99","2.37","2.62"
925,"United Pilot","R","Documentary","0.99","2.37","-1.38"
788,"Ship Wonderland","R","Documentary","2.99","2.37","0.62"
129,"Cause Date","R","Documentary","2.99","2.37","0.62"
221,"Deliverance Mulholland","R","Documentary","0.99","2.37","-1.38"
427,"Homeward Cider","R","Documentary","0.99","2.37","-1.38"
199,"Cupboard Sinners","R","Documentary","2.99","2.37","0.62"
803,"Slacker Liaisons","R","Drama","4.99","2.66","2.33"
923,"Unfaithful Kill","R","Drama","2.99","2.66","0.33"
643,"Orient Closer","R","Drama","2.99","2.66","0.33"
728,"Reunion Witches","R","Drama","0.99","2.66","-1.67"
379,"Greedy Roots","R","Drama","0.99","2.66","-1.67"
368,"Gone Trouble","R","Drama","2.99","2.66","0.33"
315,"Finding Anaconda","R","Family","0.99","2.24","-1.25"
700,"Prix Undefeated","R","Family","2.99","2.24","0.75"
795,"Siege Madre","R","Family","0.99","2.24","-1.25"
213,"Date Speed","R","Family","0.99","2.24","-1.25"
822,"Soup Wisdom","R","Family","0.99","2.24","-1.25"
309,"Feud Frogmen","R","Family","0.99","2.24","-1.25"
183,"Conversation Downhill","R","Family","4.99","2.24","2.75"
975,"Willow Tracy","R","Family","2.99","2.24","0.75"
498,"Killer Innocent","R","Family","2.99","2.24","0.75"
736,"Robbery Bright","R","Family","0.99","2.24","-1.25"
269,"Earring Instinct","R","Family","0.99","2.24","-1.25"
231,"Dinosaur Secretary","R","Family","2.99","2.24","0.75"
724,"Remember Diary","R","Family","2.99","2.24","0.75"
610,"Music Boondock","R","Family","0.99","2.24","-1.25"
437,"House Dynamite","R","Family","2.99","2.24","0.75"
710,"Rage Games","R","Family","4.99","2.24","2.75"
148,"Chocolate Duck","R","Foreign","2.99","3.12","-0.13"
416,"Highball Potter","R","Foreign","0.99","3.12","-2.13"
705,"Purple Movie","R","Foreign","2.99","3.12","-0.13"
452,"Illusion Amelie","R","Foreign","0.99","3.12","-2.13"
493,"Kane Exorcist","R","Foreign","0.99","3.12","-2.13"
246,"Doubtfire Labyrinth","R","Foreign","4.99","3.12","1.87"
566,"Maude Mod","R","Foreign","0.99","3.12","-2.13"
531,"Lose Inch","R","Foreign","0.99","3.12","-2.13"
900,"Town Ark","R","Foreign","2.99","3.12","-0.13"
961,"Wash Heavenly","R","Foreign","4.99","3.12","1.87"
192,"Crossing Divorce","R","Foreign","4.99","3.12","1.87"
337,"Frida Slipper","R","Foreign","2.99","3.12","-0.13"
640,"Opus Ice","R","Foreign","4.99","3.12","1.87"
100,"Brooklyn Desert","R","Foreign","4.99","3.12","1.87"
486,"Jet Neighbors","R","Foreign","4.99","3.12","1.87"
408,"Head Stranger","R","Games","4.99","3.39","1.60"
447,"Ice Crossing","R","Games","2.99","3.39","-0.40"
227,"Details Packer","R","Games","4.99","3.39","1.60"
310,"Fever Empire","R","Games","4.99","3.39","1.60"
316,"Fire Wolves","R","Games","4.99","3.39","1.60"
861,"Suit Walls","R","Games","4.99","3.39","1.60"
406,"Haunting Pianist","R","Games","0.99","3.39","-2.40"
742,"Roof Champion","R","Games","0.99","3.39","-2.40"
747,"Roxanne Rebel","R","Games","0.99","3.39","-2.40"
840,"Stampede Disturbing","R","Games","0.99","3.39","-2.40"
381,"Grinch Massage","R","Games","4.99","3.39","1.60"
976,"Wind Phantom","R","Games","0.99","3.39","-2.40"
781,"Seven Swarm","R","Games","4.99","3.39","1.60"
236,"Divine Resurrection","R","Games","2.99","3.39","-0.40"
563,"Massacre Usual","R","Games","4.99","3.39","1.60"
24,"Analyze Hoosiers","R","Horror","2.99","3.70","-0.71"
301,"Family Sweet","R","Horror","0.99","3.70","-2.71"
535,"Love Suicides","R","Horror","0.99","3.70","-2.71"
8,"Airport Pollock","R","Horror","4.99","3.70","1.29"
854,"Strangers Graffiti","R","Horror","4.99","3.70","1.29"
856,"Streetcar Intentions","R","Horror","4.99","3.70","1.29"
222,"Desert Poseidon","R","Horror","4.99","3.70","1.29"
904,"Train Bunch","R","Horror","4.99","3.70","1.29"
995,"Yentl Idaho","R","Horror","4.99","3.70","1.29"
30,"Anything Savannah","R","Horror","2.99","3.70","-0.71"
749,"Rules Human","R","Horror","4.99","3.70","1.29"
171,"Commandments Express","R","Horror","4.99","3.70","1.29"
830,"Spirit Flintstones","R","Horror","0.99","3.70","-2.71"
415,"High Encino","R","Horror","2.99","3.70","-0.71"
797,"Silence Kane","R","Music","0.99","3.17","-2.18"
363,"Go Purple","R","Music","0.99","3.17","-2.18"
884,"Terminator Club","R","Music","4.99","3.17","1.82"
333,"Freaky Pocus","R","Music","2.99","3.17","-0.18"
86,"Boogie Amelie","R","Music","4.99","3.17","1.82"
158,"Clones Pinocchio","R","Music","2.99","3.17","-0.18"
384,"Grosse Wonderful","R","Music","4.99","3.17","1.82"
20,"Amelie Hellfighters","R","Music","4.99","3.17","1.82"
426,"Home Pity","R","Music","4.99","3.17","1.82"
17,"Alone Trip","R","Music","0.99","3.17","-2.18"
54,"Banger Pinocchio","R","Music","0.99","3.17","-2.18"
686,"Pluto Oleander","R","New","4.99","2.55","2.44"
32,"Apocalypse Flamingos","R","New","4.99","2.55","2.44"
935,"Vanished Garden","R","New","0.99","2.55","-1.56"
913,"Troopers Metal","R","New","0.99","2.55","-1.56"
465,"Interview Liaisons","R","New","4.99","2.55","2.44"
90,"Boulevard Mob","R","New","0.99","2.55","-1.56"
750,"Run Pacific","R","New","0.99","2.55","-1.56"
759,"Salute Apollo","R","New","2.99","2.55","0.44"
974,"Wild Apollo","R","New","0.99","2.55","-1.56"
394,"Hamlet Wisdom","R","Sci-Fi","2.99","3.46","-0.47"
863,"Sun Confessions","R","Sci-Fi","0.99","3.46","-2.47"
69,"Beverly Outlaw","R","Sci-Fi","2.99","3.46","-0.47"
195,"Crowds Telemark","R","Sci-Fi","4.99","3.46","1.53"
930,"Vacation Boondock","R","Sci-Fi","2.99","3.46","-0.47"
711,"Raging Airplane","R","Sci-Fi","4.99","3.46","1.53"
390,"Guys Falcon","R","Sci-Fi","4.99","3.46","1.53"
49,"Badman Dawn","R","Sci-Fi","2.99","3.46","-0.47"
296,"Express Lonely","R","Sci-Fi","2.99","3.46","-0.47"
817,"Soldiers Evolution","R","Sci-Fi","4.99","3.46","1.53"
177,"Connecticut Tramp","R","Sci-Fi","4.99","3.46","1.53"
138,"Chariots Conspiracy","R","Sci-Fi","2.99","3.46","-0.47"
319,"Fish Opus","R","Sci-Fi","2.99","3.46","-0.47"
367,"Goldmine Tycoon","R","Sci-Fi","0.99","3.46","-2.47"
234,"Disturbing Scarface","R","Sci-Fi","2.99","3.46","-0.47"
967,"Weekend Personal","R","Sci-Fi","2.99","3.46","-0.47"
312,"Fiddler Lost","R","Sci-Fi","4.99","3.46","1.53"
372,"Graceland Dynamite","R","Sports","4.99","2.99","2.00"
323,"Flight Lies","R","Sports","4.99","2.99","2.00"
256,"Drop Waterfront","R","Sports","4.99","2.99","2.00"
917,"Tuxedo Mile","R","Sports","2.99","2.99","0.00"
599,"Mother Oleander","R","Sports","0.99","2.99","-2.00"
102,"Bubble Grosse","R","Sports","4.99","2.99","2.00"
851,"Straight Hours","R","Sports","0.99","2.99","-2.00"
890,"Tights Dawn","R","Sports","0.99","2.99","-2.00"
197,"Crusade Honey","R","Sports","2.99","2.99","0.00"
135,"Chance Resurrection","R","Sports","2.99","2.99","0.00"
263,"Durham Panky","R","Sports","4.99","2.99","2.00"
503,"Kramer Chocolate","R","Sports","2.99","2.99","0.00"
429,"Honey Ties","R","Sports","0.99","2.99","-2.00"
813,"Smoochy Control","R","Sports","0.99","2.99","-2.00"
779,"Sense Greek","R","Sports","4.99","2.99","2.00"
619,"Neighbors Charade","R","Sports","0.99","2.99","-2.00"
977,"Window Side","R","Travel","2.99","3.19","-0.20"
339,"Frogmen Breaking","R","Travel","0.99","3.19","-2.20"
988,"Worker Tarzan","R","Travel","2.99","3.19","-0.20"
989,"Working Microcosmos","R","Travel","4.99","3.19","1.80"
434,"Horror Reign","R","Travel","0.99","3.19","-2.20"
342,"Fugitive Maguire","R","Travel","4.99","3.19","1.80"
288,"Escape Metropolis","R","Travel","2.99","3.19","-0.20"
526,"Lock Rear","R","Travel","2.99","3.19","-0.20"
543,"Madigan Dorado","R","Travel","4.99","3.19","1.80"
872,"Sweet Brotherhood","R","Travel","2.99","3.19","-0.20"
111,"Caddyshack Jedi","NC-17","Action","0.99","1.82","-0.83"
717,"Rear Trading","NC-17","Action","0.99","1.82","-0.83"
594,"Montezuma Command","NC-17","Action","0.99","1.82","-0.83"
105,"Bull Shawshank","NC-17","Action","0.99","1.82","-0.83"
38,"Ark Ridgemont","NC-17","Action","0.99","1.82","-0.83"
210,"Darko Dorado","NC-17","Action","4.99","1.82","3.17"
927,"Uprising Uptown","NC-17","Action","2.99","1.82","1.17"
511,"Lawrence Love","NC-17","Action","0.99","1.82","-0.83"
250,"Dragon Squad","NC-17","Action","0.99","1.82","-0.83"
375,"Grail Frankenstein","NC-17","Action","2.99","1.82","1.17"
205,"Dances None","NC-17","Action","0.99","1.82","-0.83"
29,"Antitrust Tomatoes","NC-17","Action","2.99","1.82","1.17"
541,"Luke Mummy","NC-17","Animation","2.99","3.12","-0.13"
461,"Insects Stone","NC-17","Animation","0.99","3.12","-2.13"
456,"Inch Jet","NC-17","Animation","4.99","3.12","1.87"
696,"Pride Alamo","NC-17","Animation","0.99","3.12","-2.13"
70,"Bikini Borrowers","NC-17","Animation","4.99","3.12","1.87"
241,"Donnie Alley","NC-17","Animation","0.99","3.12","-2.13"
820,"Sons Interview","NC-17","Animation","2.99","3.12","-0.13"
330,"Forrester Comancheros","NC-17","Animation","4.99","3.12","1.87"
849,"Storm Happiness","NC-17","Animation","0.99","3.12","-2.13"
326,"Flying Hook","NC-17","Animation","2.99","3.12","-0.13"
223,"Desire Alien","NC-17","Animation","2.99","3.12","-0.13"
268,"Early Home","NC-17","Animation","4.99","3.12","1.87"
986,"Wonka Sea","NC-17","Animation","2.99","3.12","-0.13"
259,"Duck Racer","NC-17","Animation","2.99","3.12","-0.13"
243,"Doors President","NC-17","Animation","4.99","3.12","1.87"
509,"Language Cowboy","NC-17","Children","0.99","2.32","-1.33"
66,"Beneath Rush","NC-17","Children","0.99","2.32","-1.33"
450,"Idols Snatchers","NC-17","Children","2.99","2.32","0.67"
149,"Christmas Moonshine","NC-17","Children","0.99","2.32","-1.33"
864,"Sundance Invasion","NC-17","Children","0.99","2.32","-1.33"
68,"Betrayed Rear","NC-17","Children","4.99","2.32","2.67"
328,"Forever Candidate","NC-17","Children","2.99","2.32","0.67"
491,"Jumping Wrath","NC-17","Children","0.99","2.32","-1.33"
110,"Cabin Flash","NC-17","Children","0.99","2.32","-1.33"
852,"Strangelove Desire","NC-17","Children","0.99","2.32","-1.33"
392,"Hall Cassidy","NC-17","Children","4.99","2.32","2.67"
588,"Model Fish","NC-17","Children","4.99","2.32","2.67"
970,"Westward Seabiscuit","NC-17","Classics","0.99","2.55","-1.56"
899,"Towers Hurricane","NC-17","Classics","0.99","2.55","-1.56"
843,"Steel Santa","NC-17","Classics","4.99","2.55","2.44"
190,"Creepers Kane","NC-17","Classics","4.99","2.55","2.44"
484,"Jerk Paycheck","NC-17","Classics","2.99","2.55","0.44"
432,"Hope Tootsie","NC-17","Classics","2.99","2.55","0.44"
471,"Island Exorcist","NC-17","Classics","2.99","2.55","0.44"
14,"Alice Fantasia","NC-17","Classics","0.99","2.55","-1.56"
663,"Patient Sister","NC-17","Classics","0.99","2.55","-1.56"
332,"Frankenstein Stranger","NC-17","Comedy","0.99","3.17","-2.18"
568,"Memento Zoolander","NC-17","Comedy","4.99","3.17","1.82"
613,"Mystic Truman","NC-17","Comedy","0.99","3.17","-2.18"
276,"Element Freddy","NC-17","Comedy","4.99","3.17","1.82"
388,"Gunfight Moon","NC-17","Comedy","0.99","3.17","-2.18"
1000,"Zorro Ark","NC-17","Comedy","4.99","3.17","1.82"
444,"Hustler Party","NC-17","Comedy","4.99","3.17","1.82"
774,"Searchers Wait","NC-17","Comedy","2.99","3.17","-0.18"
522,"Life Twisted","NC-17","Comedy","2.99","3.17","-0.18"
413,"Hedwig Alter","NC-17","Comedy","2.99","3.17","-0.18"
704,"Pure Runner","NC-17","Comedy","2.99","3.17","-0.18"
627,"North Tequila","NC-17","Documentary","4.99","2.99","2.00"
926,"Untouchables Sunrise","NC-17","Documentary","2.99","2.99","0.00"
457,"Independence Hotel","NC-17","Documentary","0.99","2.99","-2.00"
616,"National Story","NC-17","Documentary","2.99","2.99","0.00"
973,"Wife Turn","NC-17","Documentary","4.99","2.99","2.00"
62,"Bed Highball","NC-17","Documentary","2.99","2.99","0.00"
698,"Princess Giant","NC-17","Documentary","2.99","2.99","0.00"
992,"Wrath Mile","NC-17","Documentary","0.99","2.99","-2.00"
587,"Mod Secretary","NC-17","Documentary","4.99","2.99","2.00"
687,"Pocus Pulp","NC-17","Documentary","0.99","2.99","-2.00"
248,"Dozen Lion","NC-17","Documentary","4.99","2.99","2.00"
